;date;snippet
141;January 24, 2025;Eu to tentando criar um Esim faz 3 dias e não consigo, porque fala que deu algo errado ao tirar a foto do documento sendo que ta tudo certo, ou é um bug ou é uma jogada pra tentar fazermos nos irmos a loja da vivo. Tem que rever isso porque ta estressante e nem todo mundo tem tempo pra poder ficar indo loja por causa da rotina de trabalho.
142;May 22, 2025;Se não quer acessar sua fatura, este é o App ideal. não funciona no Motorola. ********************* Mesmo erro de antes! vou dar 2 estrelas pela atenção. ********************* O app não funciona mais no meu celular... 15 anos que sou cliente. ou troco de celular ou troco de operadora.
143;February 06, 2025;Serviço horrível, app sem opções e deixa o cliente não mão. O número em questão é de minha tia que tem 90 anos. Ela esqueceu de pagar a parcela , resolvi com o pagamento e fui informado que tenho que esperar quase 15 dias para desbloquear a linha. Olha que a atendente informou que o pagamento já estava no sistema , mas ela não poderia fazer nada até a atualização de sei lá o que. VOU CANCELAR LINHA . PARABÉNS PELO PÉSSIMO SERVIÇO.
144;January 23, 2025;Aplicativo deixa a desejar, se há a opção de troca de plano, então era pra funcionar. Tentei fazer a troca e reduzir o gasto, pois tenho duas linhas no plano controle. Infelizmente não consigo. Toda vez que tentei foi cancelado. Lamentável.
145;May 24, 2025;Muito bom. Pago minha assinatura diretamente no app usando cartão de crédito. Excelente!!
146;April 12, 2025;não consigo abrir o app de jeito nenhum preciso tirar minha fatura para mim pagar e não tô conseguindo desde o mês passado eu tô com duas faturas atrasadas porque eu não tô conseguindo abrir mas não consigo abrir o que fazer preciso das faturas para mim pagar
147;May 31, 2025;olha e uma pergunta porque a Internet tá muito ruim se continuar assim eu vou cancelar esse plano e vou buscar outra operadora..
148;May 26, 2025;Bem melhor que outros APP que ao invés de ajudar a gente, só atrapalham mais... Muito eficiente!
149;February 15, 2025;Interface ruim, perde para as concorrentes, quando se precisa do suporte é a mesma coisa que nada, não resolve. Já foi uma ótima operadora, mas hj além de ter os planos mais caros, o sinal é horrível.
150;March 17, 2025;Depois da atualização do dia 05.03.25 não consegui mais acessar...ja limpei o cache, já desinstalei e instalei novamente inúmeras vezes e nada... aí fica difícil.
151;January 23, 2025;Vou dar 1 estrela, pois não consigo dar nenhuma, esse app é terrível, não consigo informar o pagamento da fatura, as faturas não são atualizadas, paguei duas vezes a mesma fatura pq estava constando como atrasada, percebi só depois que já tinha pago, aí fui tentar o ressarcimento, nenhum atendente me ajudou em questão da fatura, mandei e-mail e tudo com o comprovante, mas não resolveu, tudo pq o app é inútil, eu sou cliente da vivo não por opção, pq aqui em minha região internet é escassso.
152;January 30, 2025;Aplicativo e até bom, mas tenho duas linhas do mesmo CPF uma pré pago e uma pós pago, não consigo mais entrar no app pra visualizar minha fatura para pagamento, faço a troca de número porém só exibe os dados da conta pré pago , poderiam consertar isso!!
153;February 05, 2025;Poderia ser melhor: ter mais opções como trocar a data de vencimento dentro do próprio aplicativo e não ter que fazer isso entrando em contato com a central da Vivo. A concorrência já faz isso a muito tempo e vocês não fazem.
154;February 03, 2025;Desde junho de 2024 estou tentando acertar uma conta , que me deram orientações erradas, e estou pagando por estas orientações, já paguei 57,00 reais e ainda têm 76,61 p pagar ( por informações erradas) Qdo liguei p resolver esse problema me ofereceram novo pacote das linhas restantes( 2), até então eram ( 3), pagava 95,00 no plano controle entretenimento 14 Gb, o novo plano iria para 100 reais cada linha, acontece que uma foi para o 100,00, a outra foi para 120,00 e esse mês está 149,17
155;February 05, 2025;Apesar de eu ter conseguido solucionar meu problema, com muito custo, ainda assim, é um aplicativo um tanto quanto instável, portanto não dou cinco estrelas. Ainda tem muito o quê melhorar. Tirando alguns bugs, é uma operadora de excelência.
156;January 21, 2025;"Mas pense em um aplicativo ruim, tudo que você quer fazer na vivo mandam baixar esse app que não serve de nada, só você dando erro ""Algo deu errado por aqui"". Não adianta mandar baixar a versão mais recente porque continua a mesma coisa sinceramente revisem a equipe de QA de vocês pois qual o sentido de querer concertar tudo em um aplicativo que não funciona???????"
157;April 30, 2025;sempre quando preciso nao conaifo resolver... se atraso a fatura por qualquer motivo. eles bloqueiam acesso que nao consigo nem entrar no meu vivo.
158;May 28, 2025;Vc compartilha 200mb e o aplicativo manda 600mb, e não há nada que eles possam fazer para recuperar o saldo! para variar não foi resolvido e o App não serve para nada
159;May 12, 2025;não estou conseguindo fazer uma recarga no débito e não recebo SMS poderia me ajudar? e também não estu conseguido acessar o epp todas as vezes que gente fala que aconteceu um erro.
160;January 19, 2025;Não tenho o que reclamar do app. Eu só não vou a uma loja vivo nunca mais na minha vida! Uma vendedora me enganou descaradamente. Me deixou no prejuízo. Eu só não cancelei meu vínculo com a Vivo pq resolvi pelo app o que eu queria resolver, se eu soubesse que resolvia por lá não teria ido na loja. Maior arrependimento da vida. Um absurdo o que os vendedores são capazes só pra tirar o lucro deles. Um alerta aqui pra vcs. Não resolvam nada na loja da vivo! Tentem resolver pelo app.
161;April 21, 2025;precisa melhorar a internet de dados além de ser muito lenta não e em todos lugares que pega toda vez que preciso usar a internet fora de casa preciso está atualizando a rede isso e muito chato
162;February 12, 2025;Olá eu gostaria de está aqui pra elogiar esse app, mas não dá! é muito difícil achar o lugar de pagar a fatura nesse app! muito ruim nesse quesito! pra enviar internet, pedir internet ver ofertas de produtos é bom! mas agora pra quem quer pagar ou liberar sua linha é horrível! deixou muuito a desejar! infelizmente!
163;February 06, 2025;Que ódio desse app, toda vez q realmente preciso entrar nele para algo ele está em manutenção, e pq n fazer a manutenção dele do mesmo jeito q fazem em outros aplicativos? Deixa o app em funcionamento enquanto está fazendo manutenção, gente sem profissionalismo essa vivo..., fora q quando volta da manutenção o app se encontra pior que estava antes.
164;April 12, 2025;Nada funcional, cancelei meu plano e ainda aparece que tenho que pagar uma fatura, e outra, fica aparecendo para eu cadastrar meu chip sendo que ele já é cadastrado, péssimo trabalho da vivo.
165;February 14, 2025;Péssimo. Nunca funciona direito. Estou há 10 dias tentando um serviço e dá inconsistência no app. Simplesmante não funciona. Exemplo: para te dar mais informações sobre o que ocorre, tenho que escrever aqui pois o espaço abaixo para complementar a avaliação não abre.
166;January 23, 2025;Sem sombra de dúvidas, um dos piores app de serviço que já vi na vida. O atendimento por ligação consegue ser 100 vezes pior, e não estou exagerando. Estou a quase um mês tentando resolver um simples problema que os próprios atendentes causaram e ninguém resolve. Simplesmente um serviço abominável.
167;May 02, 2025;"No app só me dá a opção de atualizar ""ativar"" e ao clicar não vai pra frente. A Vivo é mto burocrática e tem muito que melhorar ainda em vários quesitos (app, atendimento e tal)"
168;February 08, 2025;O app era bom. Agora o app tem muitas falhas, nao mostra nada, sempre fala que esta com falhas depois atualizou. Agora ta muito lenta. Deveria denunciar no Procom. Porque pagamos o pre ou pago pra uma operadora cheias de falhas e o app que nao fuciona.
169;May 02, 2025;pior aplicativo da minha vida. Simplesmente não consigo acesso ao app para ver meu plano. tento pelo número do celular e depois de me enviarem o código da erro. tento pelo meu email. fala que minha senha ta errada, tento pelo Meu CPF e diz pra conferi MEU CPF, tento redefinir minha senha ou dizer que eu esqueci, e volta tudo novamente, pois pedem meu CPF e ai vcs ja sabem. estou a 4 horas tentando e nada. É frustrante
170;February 02, 2025;Aplicativo era bom, desde que estou com o aparelho novo não consigo entrar no aplicativo, confirmo o código de entrada que chega o SMS e não funciona, não funciona a parte de esquecer a senha, aí fica chegando SMS pedindo para recarregar, recarreguei e não consigo checar meus dados ou meu consumo.
171;January 25, 2025;Estou há mais de duas semanas tentando instalar o app, que foi desinstalado porque não conseguia fazer nada nele. Já liguei na central ficando mais de horas com atendente, falaram que era só esperar 24 horas que resolveria, mas nada foi resolvido. Agora vou precisar ir numa loja física pra resolver minha linha em plena era digital. Insatisfeita.
172;May 19, 2025;péssimo app, não é nada intuitivo as informações. praticamente impossível conseguir fazer uma recarga
173;May 04, 2025;Não consigo mais usar o App. Toda vez que clico que já sou cliente, a página seguinte não carrega ou dá erro. O aplicativo está horrível.
174;March 16, 2025;Um app que nao tem, como registrar, falta de internet, a cada pagamento debito em conta, aparece uso total de internet 8 gb....como posso pagar a 90 dias e nao ter internet, faço queixa no procon, e forum lequenas causas , se não fornecer o serviço, restitui os valorea pagos...
175;January 20, 2025;Aura nao funciona, só tem opções prontas, e não conseguimos atendimento com HUMANO, e aplicativo não fornece todas as opções necessárias, eu preciso de extrato do meu número maior que apenas 90 dias que aplicativo fornece, preciso visualizar dados históricos mais antigos, e não consigo por meio do aplicativo, é essa aura, diz pra ir para central de faturas, mas lá só tem até 90 dias, aí fica um jogando pra outro, e sem atendimento humano é f***. Falta muita coisa no app
176;April 04, 2025;Precisa melhorar o atendimento e App, colocar acompanhamento de portabilidade e opção de fazer portabilidade pelo app, colocar dados do cliente e qual promoção o cliente possui... #Digital é Simplificar a vida dos clientes...
177;March 01, 2025;A Internet via cel é ótimo a única coisa que desanima é o valor bem salgado e meu esposo tbm é da vivo paga bem mais barato o plano e o plano é praticamente igual ao meu e sou cliente a anos e ele a pouco tempo ...por esse motivo penso em trocar de operadora apenas por isso .
178;May 19, 2025;muito bom vivo tenho Net todo dia toda hora simplesmente top acabou esse negócio de colocar Net toda semana estou gostando muito e o melhor tenho direito de enviar Net pra outros números da vivo não percam gente melhor pagar por mês
179;April 28, 2025;o aplicativo tem simplesmente a opção de trocar a titularidade mais quando você clicar não aparece simplesmente nada para poder fazer a trocar de titularidade. 😡😤😤🤬 não deu certo
180;March 09, 2025;Não se resolve nada na nova versão do app....LIXO de serviço ...fiz recarga, o app diz que está em atualização mas o valor foi debitado instantaneamente. Se eu estivesse em situação de emergencia a vivo seria solidaria com os prejuízos
181;February 10, 2025;Só não dou 0 pq não tem essa opção, operadora HORRÍVEL!!! eu coloco crédito e no mesmo dia acaba a internet, diz que eu vou estou sem saldo o tempo inteiro, minha internet acabou em 1 dia, isso não existe, eu não assisto nem vídeos quando estou com os dados ligados, sinal é tenebroso de ruim, não pega em diversos lugares, vou migrar pra outra operadora, ainda fiz a burrice de comprar um chip novo e não consigo entrar em contato com ninguém pra ativa-lo, pedi 20 reais com o chip novo
